																																				
#Gene_Name	Gene_Length	%GC_ref	102-11C_S3_L001_length	126-11c_S9_L001_length	1ES86798_S2_L001_length	1EV02973_S11_L001_length	1EV02981_S8_L001_length	2KK58589_S7_L001_length	2KR049010_S2_L001_length	512022_S1_L001_length	BL37577_S10_L001_length	BL37590_S4_L001_length	C00413_S5_L001_length	C00434_S6_L001_length	CC50362-2_S1_L001_length	CC50362-3_S4_L001_length	IMIN44_S12_L001_length	Undetermined_S0_L001_length	ZL10_S3_L001_length	102-11C_S3_L001_identity	126-11c_S9_L001_identity	1ES86798_S2_L001_identity	1EV02973_S11_L001_identity	1EV02981_S8_L001_identity	2KK58589_S7_L001_identity	2KR049010_S2_L001_identity	512022_S1_L001_identity	BL37577_S10_L001_identity	BL37590_S4_L001_identity	C00413_S5_L001_identity	C00434_S6_L001_identity	CC50362-2_S1_L001_identity	CC50362-3_S4_L001_identity	IMIN44_S12_L001_identity	Undetermined_S0_L001_identity	ZL10_S3_L001_identity
HtGene3433	573	31.9	573	527	381	0	410	0	561	411	391	478	0	573	468	473	135	409	0	100.0	100.0	99.0	100.0	93.2	0	95.7	86.8	96.7	92.4	0	99.1	93.2	92.3	95.6	99.4	0
HtGene3438	2277	26.0	2264	2277	0	0	0	0	1276	168	0	0	0	2129	0	0	0	1848	0	49.5	49.4	0	0	0	0	63.6	86.4	0	0	71.0	49.7	76.2	78.4	0	48.9	0
HtGene3440	3510	34.2	3508	3510	1779	147	1584	440	3499	1468	1002	2022	2108	3510	2284	2226	0	3089	0	100.0	100.0	97.5	100.0	97.2	100.0	94.6	86.0	99.8	94.3	99.1	99.2	93.7	94.3	0	98.8	0
HtGene3443	780	28.6	780	780	210	0	0	0	780	159	0	316	0	780	479	492	0	457	0	100.0	100.0	100.0	100.0	100.0	0	95.9	87.2	0	100.0	0	99.6	95.3	95.2	0	99.9	0
HtGene3449	522	26.4	522	522	151	0	257	0	511	191	0	294	0	522	322	320	0	468	0	54.0	54.0	74.8	0	66.5	0	52.8	62.7	0	64.4	66.7	54.8	60.6	63.5	0	54.9	0
HtGene3450	1716	28.4	1716	1716	265	0	237	0	1040	323	184	366	334	1716	414	418	0	1312	0	100.0	100.0	97.6	98.4	100.0	100.0	95.2	87.3	100.0	93.9	98.5	98.6	91.1	95.8	90.3	99.9	0
HtGene3462	4146	25.2	4143	4143	214	208	203	216	1679	183	228	216	1119	4146	220	218	164	2885	175	50.8	50.2	85.1	84.4	83.8	84.3	66.3	84.3	83.5	84.7	65.6	49.9	82.3	77.1	84.2	52.0	84.5
HtGene3465	2490	32.1	2490	2483	489	0	666	0	1359	639	0	804	823	2490	841	835	0	2035	0	100.0	100.0	97.6	100.0	98.6	0	95.1	88.1	100.0	94.5	99.1	98.5	93.8	92.5	0	100.0	0
HtGene3466	1593	29.4	1593	1593	0	0	0	0	1246	242	0	0	315	1593	233	184	0	1368	0	49.8	49.8	88.0	87.1	0	0	55.0	73.4	0	87.6	74.1	50.3	78.2	82.0	0	50.1	91.6
HtGene3475	429	30.5	429	421	367	72	429	0	429	429	424	429	39	429	429	429	0	383	0	100.0	100.0	97.4	100.0	98.4	0	94.4	89.7	93.5	93.0	98.3	98.4	92.5	91.1	0	99.2	0
HtGene3484	1878	30.3	1878	1878	0	0	0	0	181	35	0	0	186	1878	0	0	0	923	0	49.3	49.3	0	0	0	0	72.6	88.2	0	90.9	75.1	48.0	84.9	80.7	0	48.9	81.1
HtGene3498	1518	27.6	1518	1518	566	0	529	413	1518	753	61	794	222	1518	890	898	0	1334	0	100.0	100.0	96.6	100.0	98.1	100.0	94.8	90.6	100.0	95.7	97.7	99.3	92.5	91.6	100.0	99.6	0
HtGene3499	714	26.3	713	694	0	0	0	0	713	0	0	0	305	714	0	0	0	672	0	51.0	51.0	0	0	0	0	50.7	0	0	0	67.0	51.0	71.9	0	0	50.7	0
HtGene3501	1218	28.5	1218	1218	494	0	485	0	1209	792	0	763	0	1218	965	972	0	1065	0	100.0	100.0	98.5	100.0	99.6	100.0	94.7	87.9	0	95.4	99.8	99.4	92.6	94.3	0	99.6	0
HtGene3504	570	29.6	570	570	0	0	137	0	570	243	0	291	252	570	148	55	28	511	0	100.0	99.8	0	0	100.0	0	96.1	96.0	0	94.5	99.2	99.5	100.0	100.0	99.1	99.8	0
HtGene3506	4188	25.7	4187	4108	0	0	0	0	2244	0	145	0	890	4118	126	333	42	2947	0	48.9	48.9	78.3	89.6	86.1	78.3	62.0	80.4	77.6	78.5	74.4	48.3	76.0	75.6	78.2	49.1	77.4
HtGene3510	7755	29.4	7737	7634	155	0	154	0	6289	460	0	647	2665	7661	1133	1191	0	6047	0	48.8	48.9	89.7	0	94.4	0	56.2	92.0	0	83.0	66.1	48.9	76.1	72.4	87.6	49.7	0
HtGene3512	3702	29.9	3702	3702	236	0	124	0	3290	754	0	505	1874	3702	462	846	0	3044	0	99.9	100.0	100.0	99.4	99.9	0	93.7	84.8	0	99.4	99.1	98.5	97.3	100.0	100.0	99.3	99.5
HtGene3517	1263	35.7	1263	1263	934	238	901	551	1263	1193	681	1008	203	1263	1078	1098	215	1123	0	100.0	100.0	99.2	100.0	97.9	100.0	94.9	87.4	99.9	91.9	99.4	99.2	91.0	91.1	90.2	99.1	0
HtGene3518	1365	28.4	1365	1365	298	0	0	0	1365	493	240	492	322	1365	1026	1169	0	1204	0	53.6	53.6	68.9	0	86.2	0	52.4	71.9	73.5	68.9	70.6	54.1	53.7	55.8	0	52.2	0
HtGene3520	768	28.9	768	659	0	0	0	0	656	417	0	133	451	759	0	123	0	626	0	100.0	100.0	0	0	0	0	93.8	82.5	0	93.1	100.0	99.9	97.8	100.0	0	98.8	100.0
HtGene3523	5559	30.0	5559	5559	0	0	0	0	4256	91	0	0	1896	5425	0	0	0	4915	0	51.5	51.5	89.5	0	0	84.8	57.0	90.8	0	0	68.0	51.6	82.6	85.4	0	51.4	0
HtGene3541	408	33.6	408	408	159	0	159	0	401	0	0	159	0	392	159	159	0	377	0	52.0	52.0	49.7	0	49.1	0	52.0	0	0	49.1	55.7	52.0	53.6	51.5	0	51.4	0
HtGene3543	2811	32.6	2811	2811	1365	233	674	375	2808	1689	0	1014	755	2811	2335	2334	161	2527	0	51.4	51.6	63.0	83.8	70.7	80.4	50.7	63.3	87.2	68.4	71.0	51.7	54.1	53.2	88.2	52.4	0
HtGene3548	1461	32.1	1461	1428	0	0	0	0	953	0	0	0	598	1441	0	0	0	1160	0	50.0	50.1	0	0	0	0	51.2	0	0	0	52.6	50.5	71.3	62.6	0	50.6	0
HtGene3558	1338	25.8	1338	1338	0	0	0	0	940	233	0	0	0	1338	161	156	0	1010	0	49.7	49.8	0	0	0	0	59.7	85.9	0	74.3	70.6	49.2	79.1	73.4	0	51.1	0
HtGene3560	5475	29.5	5475	5417	599	0	422	77	3579	649	232	585	2429	5474	1335	1051	171	4624	0	50.1	50.1	68.7	0	69.0	80.9	58.5	62.9	78.8	75.9	57.5	50.7	68.3	72.6	90.4	51.9	91.7
HtGene3571	8406	27.5	8404	8382	772	0	904	3	4255	576	0	1155	2302	8390	908	1237	52	7450	0	49.5	49.2	72.2	0	74.1	83.8	57.6	76.3	87.0	74.1	61.2	48.9	74.5	72.1	94.2	49.6	83.8
HtGene3586	1037	27.5	1037	1037	152	143	155	314	1002	725	435	336	524	1004	811	724	179	856	0	48.6	48.6	60.3	33.3	51.6	53.3	49.3	51.3	48.1	54.9	59.6	47.8	52.6	54.1	31.9	50.4	36.1
HtGene3587	5274	24.6	5213	4907	0	0	168	0	1553	284	0	285	937	4915	877	937	143	3130	0	45.3	45.5	83.6	90.1	89.3	89.8	65.4	81.3	85.7	77.0	64.9	46.2	74.1	71.1	63.2	50.2	0
HtGene3589	2757	32.5	2757	2757	0	0	0	0	1897	238	0	0	536	2757	200	388	0	2424	0	46.9	46.9	93.3	82.3	0	0	55.7	77.1	0	0	54.7	47.1	81.3	73.5	53.6	47.1	89.0
HtGene3602	1155	25.6	1155	1155	0	0	173	0	1155	0	0	547	430	1155	688	693	0	1033	0	52.6	52.6	83.8	0	78.0	0	52.7	0	0	68.1	59.9	52.5	63.3	53.5	0	53.6	0
HtGene3603	2881	25.8	2881	2728	88	0	279	0	2314	1015	0	368	936	2879	716	816	0	2422	0	51.6	51.6	81.3	0	80.7	0	55.4	69.7	84.4	74.6	62.1	51.7	73.2	71.7	0	51.6	0
HtGene3604	2229	29.7	2229	2229	526	0	455	328	2182	431	323	578	861	2229	1314	1400	0	1960	0	53.3	53.3	71.1	89.5	81.5	85.1	52.6	76.6	81.7	80.0	65.2	52.8	60.9	59.6	0	53.0	0
HtGene3609	2725	28.6	2725	2492	740	0	928	272	2503	1527	371	1230	621	2608	1175	1248	0	2141	0	100.0	100.0	99.7	0	96.2	98.6	94.6	86.7	98.2	96.6	99.1	99.2	94.7	94.9	87.3	99.4	98.7
HtGene3610	7200	28.1	7200	7200	284	0	327	0	7060	0	0	869	1375	7200	998	1603	0	6100	0	51.2	51.2	90.9	84.3	86.0	94.9	50.7	93.7	93.3	81.0	70.1	51.2	76.6	75.8	0	51.5	0
HtGene3623	2049	30.3	2049	2049	0	0	0	0	1956	472	0	0	418	2049	245	243	0	1893	0	100.0	100.0	100.0	0	100.0	0	94.5	86.0	0	100.0	99.5	98.9	100.0	91.8	0	99.9	0
HtGene3631	1110	33.7	1110	1110	761	0	1072	230	1110	917	189	1110	313	1110	1093	1092	0	1004	0	46.1	46.1	55.2	0	46.0	64.9	45.5	45.5	60.4	46.6	65.2	46.3	46.0	45.5	75.9	46.0	0
HtGene3634	1569	36.6	1569	1569	139	0	348	0	1074	0	0	306	960	1569	346	374	0	1493	0	45.3	45.3	83.0	0	81.1	0	54.5	0	0	69.3	56.4	44.1	78.1	61.6	0	44.5	72.5
HtGene3638	1767	25.1	1767	1720	262	0	342	0	1179	575	0	478	0	1594	606	655	29	1073	0	99.9	99.9	99.7	0	100.0	100.0	95.3	87.6	100.0	93.8	98.7	99.2	94.5	97.3	96.6	98.7	0
HtGene3642	1122	31.2	1122	1122	0	0	199	0	1055	687	0	215	366	1055	320	489	0	916	0	100.0	100.0	100.0	0	98.3	0	93.7	87.1	0	96.9	99.6	99.4	97.0	100.0	0	99.9	0
HtGene3654	1455	32.1	1455	1455	99	0	0	0	0	0	0	144	212	1455	151	141	0	1395	0	99.9	99.9	100.0	0	0	0	100.0	0	0	97.8	98.2	98.1	99.3	98.7	0	99.9	0
HtGene3655	3693	34.5	3691	3693	397	0	326	0	3659	385	0	648	1775	3693	745	735	53	3308	0	46.2	46.2	77.0	0	87.9	87.5	45.8	74.7	0	76.8	54.9	44.6	70.3	74.1	89.9	44.1	0
HtGene3669	2289	28.2	2286	2288	971	0	1080	373	1543	1295	346	1344	304	2289	1404	1431	0	1786	0	100.0	99.9	96.4	100.0	96.3	98.7	95.6	87.4	97.4	94.7	99.5	99.5	90.8	93.3	100.0	98.4	0
HtGene3675	2991	25.8	2986	2880	130	0	0	0	1291	426	139	501	127	2974	608	495	231	2218	0	100.0	100.0	100.0	100.0	100.0	0	97.0	88.9	100.0	98.4	98.8	98.7	93.0	96.4	90.5	99.9	100.0
HtGene3684	1167	36.8	1167	1167	0	0	0	0	0	0	0	0	0	1167	0	0	0	903	0	100.0	100.0	0	0	100.0	100.0	0	0	0	0	100.0	97.1	0	0	0	100.0	0
HtGene3695	903	27.4	903	866	0	0	0	0	861	89	0	0	170	903	0	278	0	685	0	51.4	51.4	0	64.5	0	77.9	52.8	72.3	0	0	69.2	51.5	50.3	52.8	0	53.2	0
HtGene3699	4827	27.3	4827	4743	67	59	60	66	2395	81	66	67	1196	4772	206	656	84	3146	64	50.7	51.6	85.5	90.5	92.2	86.7	64.3	87.6	77.2	77.8	64.3	50.5	74.3	65.1	78.8	51.8	84.5
HtGene3702	2970	34.6	2970	2970	529	0	335	0	2699	973	258	586	1473	2970	755	837	71	2625	0	48.3	48.3	78.4	88.4	86.9	0	50.6	73.7	87.8	75.6	59.1	48.3	74.2	70.5	94.6	47.6	0
HtGene3704	1287	25.5	1287	1287	0	0	0	0	1009	0	0	0	468	1287	0	146	0	1048	0	53.9	53.9	81.5	81.5	0	0	57.0	89.4	0	0	62.0	53.6	83.2	89.0	0	54.1	0
HtGene3709	1008	33.8	1008	1008	233	0	241	0	872	155	202	401	450	1008	585	554	0	869	0	47.4	47.4	51.5	0	46.1	43.6	49.3	51.7	54.9	55.9	52.8	49.6	54.5	52.9	0	48.5	0
HtGene3710	1092	31.4	1092	1007	0	0	167	0	982	647	0	486	136	1047	419	408	0	799	0	100.0	100.0	100.0	100.0	100.0	0	94.7	85.5	100.0	99.8	99.7	99.2	96.2	92.5	0	99.1	0
HtGene3715	3363	34.1	3356	2943	0	0	0	0	345	0	0	0	362	3191	0	0	0	1878	0	99.7	100.0	0	0	0	0	98.9	99.7	0	0	98.7	98.4	100.0	100.0	96.4	99.7	99.1
HtGene3726	798	25.3	798	631	0	0	0	0	344	58	0	0	0	770	0	0	40	580	0	100.0	100.0	0	0	0	0	97.1	100.0	100.0	100.0	0	99.0	100.0	0	100.0	99.6	0
HtGene3738	4242	24.5	4242	3982	223	0	272	0	3346	27	0	674	968	4203	449	496	0	2297	0	53.7	54.4	83.8	0	83.1	0	57.8	86.5	93.3	76.5	68.7	53.8	80.6	76.6	97.6	56.5	0
HtGene3741	1077	29.2	1077	1077	0	0	0	0	645	0	0	0	161	1077	0	0	0	1008	0	50.3	50.3	0	0	0	0	58.3	72.7	0	71.0	64.8	50.2	85.8	79.5	0	51.3	0
HtGene3742	609	26.3	609	609	0	0	0	0	486	0	0	0	0	609	0	0	0	470	0	100.0	100.0	0	0	0	0	96.7	88.6	0	0	95.8	99.2	0	96.9	0	99.7	0
HtGene3752	3336	31.3	3336	3279	613	0	538	265	3279	1042	146	843	522	3335	1203	1179	0	2929	0	100.0	100.0	97.7	0	94.7	100.0	93.1	86.5	100.0	95.0	98.6	98.6	94.3	95.3	98.8	99.0	99.2
HtGene3757	570	26.7	570	558	0	0	0	0	336	200	0	0	119	570	206	221	0	490	0	100.0	100.0	100.0	0	100.0	0	98.5	87.7	0	100.0	99.4	99.5	98.2	97.0	0	99.2	0
HtGene3763	4137	24.2	4137	3869	503	0	973	184	2626	802	201	1244	545	3817	924	944	224	2959	0	100.0	100.0	99.0	100.0	95.9	100.0	95.9	90.0	99.5	94.0	99.1	98.8	92.7	92.8	89.4	99.9	0
HtGene3772	6057	32.0	6057	6057	0	0	0	0	2372	0	0	102	1913	6057	0	0	0	5142	0	48.9	48.7	92.7	0	0	0	71.1	88.6	0	88.8	70.7	48.7	89.6	86.4	96.3	49.9	90.5
HtGene3779	2187	31.6	2187	2146	0	0	129	0	1246	140	0	351	809	2179	325	351	0	1827	0	46.3	46.7	0	0	50.4	0	48.9	51.1	0	46.9	50.0	46.1	50.9	50.9	0	45.8	0
HtGene3784	3654	24.5	3653	3639	0	0	0	0	1638	42	0	0	399	3642	0	72	84	2872	0	50.0	50.1	0	0	93.6	0	62.6	55.6	0	0	68.4	50.1	0	89.0	57.0	50.5	0
HtGene3797	6168	29.6	6168	6168	686	0	551	471	3905	676	144	1374	1314	6168	905	1141	36	5519	0	50.0	50.0	81.5	0	81.6	87.5	60.8	81.3	88.7	77.1	64.0	49.4	76.2	70.4	90.9	50.1	0
HtGene3820	4482	29.1	4481	4365	108	0	0	0	2996	162	0	301	1525	4240	564	547	0	3475	0	50.2	50.6	93.5	0	90.0	0	58.5	89.4	93.1	88.0	59.8	51.1	78.9	84.4	91.1	51.3	0
HtGene3822	2109	25.7	2108	2109	0	0	0	0	1163	33	125	0	426	2109	0	0	0	1083	0	51.1	51.0	0	0	0	0	65.0	95.9	88.8	0	78.2	51.0	0	87.2	0	53.2	0
HtGene3843	4071	29.0	4071	4071	0	0	190	0	2347	140	0	208	1234	4069	154	283	31	3114	0	50.1	50.1	0	85.7	84.1	0	63.4	83.9	0	84.1	62.2	50.0	79.8	81.5	84.4	51.2	0
HtGene3845	2049	28.9	2049	2049	0	0	0	0	1153	0	0	0	543	2049	0	0	0	1852	0	50.7	50.7	0	0	0	0	57.3	0	0	80.5	62.8	51.3	0	0	0	50.3	87.8
HtGene3855	3222	31.9	3222	3222	1729	301	1621	568	2851	1402	234	2074	1565	3222	2533	2480	0	2842	0	51.3	51.3	63.1	89.0	66.8	76.2	55.1	71.2	79.3	62.8	65.3	51.6	57.7	57.9	0	51.0	0
HtGene3864	492	32.1	492	492	222	0	248	0	429	368	0	199	0	492	351	376	127	433	0	100.0	100.0	100.0	0	100.0	0	96.0	88.5	0	100.0	99.6	99.4	96.6	92.1	93.7	98.8	0
HtGene3868	1812	26.8	1812	1812	0	0	0	0	1232	0	0	0	668	1812	206	722	0	1594	0	50.6	50.6	85.3	0	0	0	61.5	0	0	0	67.9	51.2	82.6	72.2	0	50.8	0
HtGene3874	1152	29.3	1151	1152	383	0	373	0	970	242	0	624	401	1122	688	672	0	948	0	51.0	50.9	62.1	0	72.8	85.0	53.1	73.3	0	61.4	62.2	51.5	57.4	61.2	0.0	52.6	82.7
HtGene3877	2019	28.3	2019	2019	305	69	250	101	1834	260	79	424	896	2019	555	606	77	1621	81	49.7	49.7	76.8	80.0	79.1	87.5	50.5	74.0	85.4	76.5	64.2	49.9	75.5	75.3	81.0	50.7	87.2
HtGene3892	1212	32.3	1212	1212	414	0	427	300	1060	339	429	504	630	1212	540	553	162	1047	0	46.7	46.7	69.7	0	68.4	78.1	48.8	69.4	67.0	65.1	63.2	47.6	66.4	61.1	82.1	45.5	0
HtGene3893	2964	30.2	2964	2964	1607	0	867	529	2529	1835	176	1699	567	2964	1893	1890	163	2713	0	100.0	100.0	95.5	100.0	97.9	100.0	94.4	90.5	100.0	95.0	98.8	98.8	92.4	92.4	92.3	99.4	0
HtGene3894	2124	25.6	2124	2086	0	0	0	0	210	8	0	0	609	2071	0	0	0	1440	0	100.0	99.9	0	0	100.0	0	100.0	93.3	0	0	98.3	98.2	100.0	100.0	100.0	100.0	100.0
HtGene3900	984	24.8	984	984	0	0	0	0	912	347	0	0	313	984	0	0	0	762	0	100.0	100.0	0	0	0	0	95.9	85.1	0	0	98.8	98.9	0	0	0	100.0	0
HtGene3909	1845	30.0	1845	1845	135	0	0	0	1734	248	0	0	428	1845	312	467	1	1678	0	51.5	51.5	91.8	0	0	0	51.8	80.1	0	0	78.4	51.2	81.1	70.4	100.0	52.7	0
HtGene3911	1277	27.2	1276	1216	195	0	0	0	867	410	0	246	139	1169	643	677	0	922	0	99.8	99.9	100.0	0	100.0	0	96.8	88.2	0	95.4	98.9	98.5	94.4	94.6	0	99.9	0
HtGene3920	2151	29.9	2151	2151	764	0	785	237	2094	300	0	1121	612	2151	1135	1182	0	1967	0	52.9	52.9	72.9	0	74.7	86.9	51.8	80.7	86.6	69.6	71.2	53.1	64.9	61.6	0	51.6	0
HtGene3926	5004	27.0	5001	4993	241	0	131	168	3880	74	0	320	1675	4705	335	331	0	3427	0	99.9	99.9	97.8	0	96.9	100.0	95.4	100.0	99.8	96.5	99.1	98.9	97.4	97.6	100.0	99.8	0
HtGene3930	3325	27.5	3259	3201	64	0	0	36	781	46	0	49	1405	3254	64	61	40	2627	0	48.7	48.9	85.1	0	0	86.2	75.3	97.3	85.5	78.7	60.8	48.7	83.4	86.2	82.0	50.6	89.2
HtGene3937	1623	27.6	1623	1623	397	0	341	119	1539	649	301	918	479	1567	834	833	0	1364	0	99.9	99.9	99.7	0	98.4	100.0	94.7	86.8	100.0	96.7	98.6	99.1	94.0	95.2	0	99.2	0
HtGene3948	1752	30.1	1752	1752	185	0	0	265	1752	319	0	127	692	1752	565	480	0	1563	0	51.0	51.0	85.2	0	86.5	83.0	51.8	86.0	89.6	91.8	73.5	51.8	68.6	59.7	0	51.7	0
HtGene3961	2787	29.4	2784	2762	131	0	99	0	2089	786	45	461	592	2678	569	566	36	2126	0	99.4	99.5	99.2	0	100.0	100.0	95.2	85.4	99.2	97.2	98.0	97.7	94.0	97.4	100.0	99.2	0
HtGene3962	833	28.8	833	833	300	0	342	0	833	0	0	435	325	833	446	438	0	695	0	50.8	50.8	72.6	0	69.1	0	50.9	71.4	81.8	59.9	70.3	50.9	58.2	69.3	0	52.2	0
HtGene3968	3921	26.2	3921	3901	614	0	485	113	2519	1031	0	890	1000	3901	1300	1239	0	3259	0	50.0	50.1	75.7	90.1	75.8	88.9	58.2	67.5	87.4	71.4	63.3	48.8	66.7	66.8	88.9	50.5	0
HtGene3974	1296	27.8	1296	1296	105	0	255	0	1296	0	0	452	725	1296	425	452	0	1000	0	99.8	99.8	100.0	0	100.0	0	94.1	0	100.0	91.6	98.5	98.6	90.4	98.0	0	99.6	0
HtGene3983	588	26.5	588	588	0	0	0	0	588	0	0	0	269	588	0	0	0	353	0	52.6	52.6	0	0	0	0	51.9	0	0	0	72.1	52.6	0	0	0	52.0	0
HtGene3996	3126	29.2	3123	3126	207	75	121	210	167	222	220	226	1283	3122	201	202	197	2724	56	48.3	48.1	62.3	69.2	76.3	59.7	64.3	63.6	73.7	75.7	61.1	48.1	76.3	73.7	64.3	48.1	70.8
HtGene3998	1188	27.7	1188	1136	0	0	0	0	1119	669	0	189	416	1188	174	419	190	858	0	99.2	99.2	100.0	99.5	100.0	0	94.4	85.4	100.0	95.8	99.1	98.9	100.0	99.4	98.4	98.0	0
HtGene3999	594	27.4	594	594	0	0	0	0	594	29	0	0	0	594	132	73	0	524	0	99.0	99.0	0	0	0	0	93.9	87.0	0	0	98.8	98.1	97.8	97.8	0	98.9	0
HtGene4004	1707	28.5	1707	1707	884	282	1381	242	1706	1625	452	1601	964	1707	1670	1526	294	1513	0	99.8	99.8	95.6	100.0	96.1	100.0	93.6	88.1	97.3	94.9	99.6	99.4	93.3	94.0	93.0	99.2	0
HtGene4007	3957	26.3	3952	3899	0	0	0	0	1227	82	0	0	477	3956	0	0	32	1972	0	99.7	99.7	0	0	0	0	96.7	100.0	0	99.0	98.8	97.8	0	0	100.0	98.9	0
HtGene4011	3869	28.1	3859	3600	153	0	0	0	2033	609	0	0	1197	3622	214	217	0	2716	0	45.4	45.4	74.0	0	0	0	54.9	70.5	86.3	0	56.9	45.4	73.5	67.2	65.0	45.7	0
HtGene4012	2043	24.7	2042	1943	0	0	0	0	1080	0	0	128	191	2038	302	394	0	1369	0	49.4	50.4	0	0	89.4	0	66.4	85.7	0	88.2	66.9	49.4	83.2	72.0	0	50.7	0
HtGene4029	3684	35.9	3684	3684	0	0	0	0	844	0	0	0	2136	3684	0	0	0	3005	0	50.2	50.2	88.0	0	86.8	0	76.2	48.6	0	0	59.1	49.9	82.6	86.9	0	50.4	0
HtGene4031	2904	26.2	2904	2879	0	0	311	0	1706	129	0	331	1138	2792	300	303	0	2506	0	51.8	51.7	91.7	0	85.0	0	62.1	82.6	87.0	82.9	67.8	51.4	85.2	85.7	0	52.8	0
HtGene4032	6284	33.1	6282	6284	0	0	0	0	204	0	0	0	3577	6207	0	0	0	6135	0	49.9	50.0	84.5	85.3	0	0	80.3	0	0	0	59.4	49.8	88.1	72.1	0	50.1	89.6
HtGene4036	1623	35.7	1623	1623	724	0	738	0	1623	1405	0	1307	611	1623	1087	1074	0	1393	0	99.8	99.8	96.2	99.5	98.9	100.0	95.0	87.4	100.0	95.6	99.5	99.4	95.2	93.2	88.5	99.6	0
HtGene4037	1050	26.9	1050	1050	0	0	0	0	1024	0	0	0	209	1050	206	204	0	970	0	51.1	51.2	90.7	0	0	0	50.2	90.2	0	0	60.0	51.0	82.9	69.0	0	51.4	0
HtGene4057	4185	26.3	4166	4175	18	0	152	0	2114	111	0	311	672	3845	292	712	0	3332	0	48.9	48.9	85.1	0	88.3	0	63.5	77.2	50.0	81.7	70.5	50.3	78.3	72.2	79.1	49.1	0
HtGene4058	816	33.2	795	816	0	0	0	0	0	0	0	0	309	796	0	0	235	572	0	51.1	51.1	0	73.2	0	0	0	0	0	0	53.4	50.9	71.0	62.9	61.4	51.8	0
HtGene4062	1881	23.2	1874	1706	0	0	0	0	1061	219	0	0	493	1665	200	167	0	1032	0	49.5	49.5	55.7	0	0	0	57.7	48.1	0	0	61.4	50.0	63.9	67.2	0	50.1	0
HtGene4074	489	32.3	489	489	207	0	0	0	489	0	0	12	156	489	299	294	0	444	0	48.3	48.3	66.8	0	70.3	0	48.9	64.0	0	59.3	73.7	46.0	52.1	62.6	0	48.6	0
HtGene4078	3723	26.0	3723	3723	0	0	0	0	1179	0	0	0	1227	3685	0	0	0	2262	0	50.2	50.2	0	0	0	0	70.9	0	0	0	63.4	50.1	80.9	78.2	0	51.7	0
HtGene4080	426	34.0	426	426	0	0	0	0	0	0	0	0	317	426	0	0	0	426	0	98.4	98.4	0	0	0	0	100.0	0	0	0	98.2	96.7	0	0	0	98.4	0
HtGene4081	711	28.6	711	711	0	0	0	0	0	0	0	0	155	711	0	0	0	708	0	98.3	98.3	0	0	0	0	0	0	0	0	98.9	96.3	0	0	0	98.2	0
HtGene4083	5016	28.6	5016	5016	232	0	378	179	3976	511	0	716	1193	5016	668	764	209	4306	0	45.5	45.5	86.3	0	72.0	83.1	50.7	77.5	78.4	75.6	65.2	45.6	71.7	70.9	71.4	45.6	85.4
HtGene4101	948	26.4	948	948	0	0	0	202	0	0	0	0	222	948	0	0	0	600	0	53.7	53.7	0	84.8	0	80.7	77.2	0	89.0	0	74.6	53.7	85.2	0	0	54.1	0
HtGene4106	2424	28.2	2415	2415	294	0	122	0	1879	830	122	509	632	2415	803	973	232	1932	0	45.8	45.8	71.2	85.9	67.3	92.3	51.2	63.6	49.2	69.6	69.2	45.7	66.2	66.0	85.4	45.6	0
HtGene4119	1092	28.8	1048	1028	225	0	39	0	956	438	275	272	474	1048	541	544	123	914	0	99.1	99.1	99.1	0	100.0	0	94.4	87.2	100.0	95.4	98.8	98.4	89.0	89.0	89.6	98.3	0
HtGene4121	951	32.2	951	942	0	0	0	0	942	506	0	146	593	951	201	199	0	752	0	99.1	99.1	0	98.9	0	0	92.9	84.9	0	100.0	99.0	98.3	100.0	96.2	0	98.4	0
HtGene4125	1239	32.4	1239	1239	0	0	0	0	1239	68	0	149	462	1239	0	230	0	1093	0	99.8	99.8	0	0	0	0	93.5	95.6	0	99.9	98.7	99.1	99.3	99.5	0	99.5	0
HtGene4130	1032	23.5	1032	990	0	0	0	0	478	0	0	0	0	1023	0	0	0	806	0	52.8	53.2	0	0	0	0	70.2	0	0	0	0	53.5	82.5	72.2	0	52.8	0
HtGene4136	737	33.2	737	737	0	0	0	0	0	0	0	0	490	737	0	0	0	713	0	99.6	99.6	0	0	0	0	0	100.0	0	100.0	98.7	98.2	0	0	0	99.6	100.0
HtGene4137	4496	35.0	4438	4496	0	0	0	0	2007	113	0	0	1475	4440	121	237	0	4149	0	99.9	99.9	97.6	0	100.0	0	95.8	94.2	0	0	98.8	98.6	96.8	99.7	0	99.6	0
HtGene4139	2652	31.6	2651	2652	0	0	0	0	1510	68	0	0	621	2643	0	0	61	2069	0	49.3	49.2	0	93.1	0	0	60.8	76.8	92.0	0	65.9	48.8	90.9	76.7	89.6	49.9	86.8
HtGene4158	1776	29.6	1776	1776	0	0	0	0	955	0	0	0	565	1776	0	0	25	1618	0	99.8	99.8	0	0	97.0	0	93.5	84.5	0	0	97.6	98.0	98.9	100.0	100.0	99.7	0
HtGene4159	1731	29.4	1731	1731	433	0	501	0	1448	673	385	893	0	1731	1012	1032	0	1437	0	99.8	99.8	100.0	0	98.0	0	95.1	90.5	100.0	94.2	98.8	98.8	94.6	91.9	0	99.8	0
