																																																		
#Gene_Name	Gene_Length	%GC_ref	102-11C_S3_L001_length	126-11c_S9_L001_length	1ES86798_S2_L001_length	1EV02973_S11_L001_length	1EV02981_S8_L001_length	2KK58589_S7_L001_length	2KR049010_S2_L001_length	512022_S1_L001_length	BL37577_S10_L001_length	BL37590_S4_L001_length	C00413_S5_L001_length	C00434_S6_L001_length	CC50362-2_S1_L001_length	CC50362-3_S4_L001_length	IMIN44_S12_L001_length	ZL10_S3_L001_length	102-11C_S3_L001_identity	126-11c_S9_L001_identity	1ES86798_S2_L001_identity	1EV02973_S11_L001_identity	1EV02981_S8_L001_identity	2KK58589_S7_L001_identity	2KR049010_S2_L001_identity	512022_S1_L001_identity	BL37577_S10_L001_identity	BL37590_S4_L001_identity	C00413_S5_L001_identity	C00434_S6_L001_identity	CC50362-2_S1_L001_identity	CC50362-3_S4_L001_identity	IMIN44_S12_L001_identity	ZL10_S3_L001_identity	102-11C_S3_L001_coverage	126-11c_S9_L001_coverage	1ES86798_S2_L001_coverage	1EV02973_S11_L001_coverage	1EV02981_S8_L001_coverage	2KK58589_S7_L001_coverage	2KR049010_S2_L001_coverage	512022_S1_L001_coverage	BL37577_S10_L001_coverage	BL37590_S4_L001_coverage	C00413_S5_L001_coverage	C00434_S6_L001_coverage	CC50362-2_S1_L001_coverage	CC50362-3_S4_L001_coverage	IMIN44_S12_L001_coverage	ZL10_S3_L001_coverage
HtGene2693	7638	28.8	7638	7638	375	62	447	62	5733	177	285	679	3715	7586	1125	1373	295	58	100.0	100.0	49.2	88.1	50.1	20.7	79.3	38.5	47.2	53.5	73.1	98.7	38.6	48.5	43.2	93.5	100.0	100.0	4.9	0.8	5.9	0.8	75.1	2.3	3.7	8.9	48.6	99.3	14.7	18.0	3.9	0.8
HtGene2696	3612	28.2	3612	3612	943	353	1424	0	3580	1186	343	2275	1012	3612	2170	2360	0	0	100.0	100.0	58.7	76.8	72.4	0.0	90.4	53.3	27.2	69.2	45.9	99.1	69.5	80.4	0	0.0	100.0	100.0	26.1	9.8	39.4	0.0	99.1	32.8	9.5	63.0	28.0	100.0	60.1	65.3	0.0	0.0
HtGene2697	744	34.3	744	744	725	0	706	495	744	0	443	742	139	744	742	743	0	0	100.0	100.0	86.0	0	83.7	76.0	93.7	0.0	71.1	87.5	44.2	99.5	87.5	87.6	0.0	0	100.0	100.0	97.4	0.0	94.9	66.5	100.0	0.0	59.5	99.7	18.7	100.0	99.7	99.9	0.0	0.0
HtGene2701	5142	21.2	4774	4064	170	167	113	160	2025	167	152	231	622	4490	180	178	96	199	99.0	84.6	70.0	81.5	43.0	75.8	65.5	85.6	68.8	92.0	42.6	93.8	24.1	18.3	82.1	82.2	92.8	79.0	3.3	3.2	2.2	3.1	39.4	3.2	3.0	4.5	12.1	87.3	3.5	3.5	1.9	3.9
HtGene2704	6117	30.2	6117	6050	935	0	564	324	3538	505	282	791	2201	6076	1196	1358	56	90	100.0	98.9	78.3	0.0	44.2	44.5	72.3	60.4	37.1	62.8	55.9	98.0	52.3	45.0	14.7	43.3	100.0	98.9	15.3	0.0	9.2	5.3	57.8	8.3	4.6	12.9	36.0	99.3	19.6	22.2	0.9	1.5
HtGene2706	1425	33.3	1425	1425	1304	328	1245	217	1425	1154	825	1390	1052	1425	1391	1391	0	0	99.9	99.9	83.6	53.8	85.0	89.4	91.9	77.5	67.7	88.8	93.9	99.3	88.6	88.6	0	0.0	100.0	100.0	91.5	23.0	87.4	15.2	100.0	81.0	57.9	97.5	73.8	100.0	97.6	97.6	0.0	0.0
HtGene2712	2565	34.5	2565	2565	2230	0	1919	924	2565	1542	1028	2260	880	2565	2565	2565	0	0	100.0	100.0	82.6	0.0	77.1	63.3	94.2	70.9	56.4	83.9	49.7	99.5	88.7	89.1	0	0.0	100.0	100.0	86.9	0.0	74.8	36.0	100.0	60.1	40.1	88.1	34.3	100.0	100.0	100.0	0.0	0.0
HtGene2719	7431	29.5	7397	7111	1185	56	1109	110	6412	1442	642	2354	1799	7394	2680	2968	53	71	99.8	96.0	60.6	10.0	49.2	21.2	84.8	53.0	56.4	68.0	64.4	98.4	63.8	62.2	38.1	61.3	99.5	95.7	15.9	0.8	14.9	1.5	86.3	19.4	8.6	31.7	24.2	99.5	36.1	39.9	0.7	1.0
HtGene2731	1506	32.3	1506	1469	215	0	0	173	1410	0	0	234	534	1469	421	466	0	0	99.9	100.0	29.4	0	0.0	86.3	84.8	0	0.0	58.0	65.5	98.4	40.1	53.7	0	0	100.0	97.5	14.3	0.0	0.0	11.5	93.6	0.0	0.0	15.5	35.5	97.5	28.0	30.9	0.0	0.0
HtGene2732	402	33.3	402	402	0	0	0	0	402	0	0	0	277	402	0	107	0	0	100.0	100.0	0	0	0	0	94.0	0	0	0	100.0	100.0	0.0	42.0	0	0	100.0	100.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	68.9	100.0	0.0	26.6	0.0	0.0
HtGene2735	9981	31.2	9981	9966	598	103	506	339	5980	615	665	1240	4361	9981	1430	1706	39	55	99.9	99.8	53.5	20.3	42.2	62.4	74.5	36.6	84.2	62.6	61.1	98.3	52.4	45.9	12.9	17.9	100.0	99.8	6.0	1.0	5.1	3.4	59.9	6.2	6.7	12.4	43.7	100.0	14.3	17.1	0.4	0.6
HtGene2745	528	38.6	528	528	225	0	242	0	528	0	97	243	294	528	342	442	0	0	100.0	100.0	73.0	0	75.6	0.0	92.6	0	58.5	62.0	99.3	99.1	70.1	87.3	0	0	100.0	100.0	42.6	0.0	45.8	0.0	100.0	0.0	18.4	46.0	55.7	100.0	64.8	83.7	0.0	0.0
HtGene2747	1506	24.1	1506	1506	0	0	238	0	1501	0	112	311	0	1506	286	414	0	0	100.0	100.0	0	0	83.9	0	93.3	0	45.2	67.2	0.0	99.3	51.4	56.1	0	0	100.0	100.0	0.0	0.0	15.8	0.0	99.7	0.0	7.4	20.7	0.0	100.0	19.0	27.5	0.0	0.0
HtGene2748	4230	33.6	4230	4195	1164	326	1110	269	4032	972	503	1222	2489	4172	1452	1492	45	45	100.0	99.1	63.5	53.8	73.4	31.3	86.2	54.7	60.0	72.9	77.1	97.4	63.1	56.1	100.0	45.5	100.0	99.2	27.5	7.7	26.2	6.4	95.3	23.0	11.9	28.9	58.8	98.6	34.3	35.3	1.1	1.1
HtGene2751	3396	31.8	3396	3396	2369	206	2481	676	3396	867	645	2970	1132	3396	2855	2979	0	0	100.0	100.0	80.3	43.1	81.2	33.8	92.7	46.1	32.4	84.9	61.0	99.4	81.4	80.8	0	0	100.0	100.0	69.8	6.1	73.1	19.9	100.0	25.5	19.0	87.5	33.3	100.0	84.1	87.7	0.0	0.0
HtGene2757	1506	35.1	1506	1506	563	123	628	0	1506	0	0	812	512	1506	1056	946	0	0	100.0	100.0	44.8	88.6	71.2	0.0	92.2	0	0.0	78.9	61.9	99.7	75.2	57.9	0	0	100.0	100.0	37.4	8.2	41.7	0.0	100.0	0.0	0.0	53.9	34.0	100.0	70.1	62.8	0.0	0.0
HtGene2758	621	35.1	621	621	206	0	0	165	564	0	0	178	372	621	230	230	0	0	100.0	100.0	73.9	0	0.0	60.9	86.1	0	0	65.2	98.7	99.2	82.6	69.9	0	0	100.0	100.0	33.2	0.0	0.0	26.6	90.8	0.0	0.0	28.7	59.9	100.0	37.0	37.0	0.0	0.0
HtGene2763	1024	22.7	1024	787	286	28	30	61	809	69	38	300	71	904	722	762	38	42	100.0	76.9	75.5	41.2	17.4	63.5	86.1	19.1	13.4	54.4	53.8	87.0	80.8	76.9	82.6	97.6	100.0	76.9	27.9	2.7	2.9	6.0	79.0	6.7	3.7	29.3	6.9	88.3	70.5	74.4	3.7	4.1
HtGene2771	2994	34.7	2994	2994	0	0	0	120	119	90	0	0	1458	2986	119	74	0	0	99.9	99.9	0.0	0.0	0	42.0	38.5	72.9	0	0.0	72.0	95.7	71.5	15.8	0.0	0.0	100.0	100.0	0.0	0.0	0.0	4.0	4.0	3.0	0.0	0.0	48.7	99.7	4.0	2.5	0.0	0.0
HtGene2798	3012	33.3	3012	3012	507	94	729	213	2986	174	447	1425	851	3012	1268	1457	0	0	100.0	100.0	42.4	91.5	40.1	26.8	89.7	60.4	60.1	83.3	41.0	99.2	70.8	63.6	0	0.0	100.0	100.0	16.8	3.1	24.2	7.1	99.1	5.8	14.8	47.3	28.3	100.0	42.1	48.4	0.0	0.0
HtGene2799	1071	30.1	1053	1037	0	0	0	0	413	0	0	0	0	1013	0	39	0	0	98.2	98.0	0	0	0	0	72.4	0	0	0	0.0	94.0	0.0	14.0	0	0	98.3	96.8	0.0	0.0	0.0	0.0	38.6	0.0	0.0	0.0	0.0	94.6	0.0	3.6	0.0	0.0
HtGene2800	2700	31.4	2700	2700	85	49	774	228	2490	430	228	1360	1077	2700	1199	1527	23	38	100.0	100.0	14.5	67.1	62.5	93.1	89.0	42.2	62.2	60.1	63.8	99.1	69.8	67.7	43.4	68.5	100.0	100.0	3.1	1.8	28.7	8.4	92.2	15.9	8.4	50.4	39.9	100.0	44.4	56.6	0.9	1.4
HtGene2805	876	26.6	876	863	161	8	191	0	698	0	163	458	342	876	424	424	0	2	99.8	98.5	41.1	5.3	41.4	0.0	89.7	0.0	88.0	87.4	91.2	99.0	60.7	86.4	0.0	28.6	100.0	98.5	18.4	0.9	21.8	0.0	79.7	0.0	18.6	52.3	39.0	100.0	48.4	48.4	0.0	0.2
HtGene2808	5157	32.7	5157	5157	408	0	571	165	2306	416	319	646	1998	5123	669	693	0	18	100.0	99.9	43.1	0.0	86.0	88.4	69.1	70.6	61.8	85.2	65.4	97.7	43.3	53.1	0	6.4	100.0	100.0	7.9	0.0	11.1	3.2	44.7	8.1	6.2	12.5	38.7	99.3	13.0	13.4	0.0	0.3
HtGene2815	2670	31.1	2670	2670	695	0	808	76	1687	0	588	1111	1282	2654	1149	1184	0	0	99.9	100.0	75.2	0.0	79.2	9.9	69.6	0	38.0	74.5	73.1	98.2	72.0	78.0	0	0	100.0	100.0	26.0	0.0	30.3	2.8	63.2	0.0	22.0	41.6	48.0	99.4	43.0	44.3	0.0	0.0
HtGene2816	3828	31.6	3828	3827	916	135	768	0	3139	191	0	1027	379	3828	1193	1311	0	0	100.0	99.9	80.5	88.1	76.9	0.0	86.7	28.5	0.0	76.9	27.2	98.8	71.5	77.3	0	0.0	100.0	100.0	23.9	3.5	20.1	0.0	82.0	5.0	0.0	26.8	9.9	100.0	31.2	34.2	0.0	0.0
HtGene2820	2547	36.4	2547	2547	1755	886	1806	628	2532	1920	639	1826	1297	2547	1957	2046	285	0	100.0	100.0	80.3	53.2	86.9	63.9	92.2	76.5	36.9	83.2	84.4	99.0	86.9	82.5	40.2	0.0	100.0	100.0	68.9	34.8	70.9	24.7	99.4	75.4	25.1	71.7	50.9	100.0	76.8	80.3	11.2	0.0
HtGene2831	1518	30.8	1518	1518	461	0	481	0	1494	0	0	779	319	1518	827	901	0	0	100.0	99.9	60.9	0	79.5	0.0	93.2	0.0	0.0	60.3	39.7	99.1	61.2	55.0	0	0.0	100.0	100.0	30.4	0.0	31.7	0.0	98.4	0.0	0.0	51.3	21.0	100.0	54.5	59.4	0.0	0.0
HtGene2833	1977	34.7	1977	1977	1844	752	1790	1106	1976	1760	1176	1892	1498	1977	1963	1963	122	0	99.9	100.0	86.7	50.8	83.0	78.8	93.7	87.0	75.1	85.2	80.4	99.3	88.7	88.2	39.5	0.0	100.0	100.0	93.3	38.0	90.5	55.9	99.9	89.0	59.5	95.7	75.8	100.0	99.3	99.3	6.2	0.0
HtGene2835	3942	34.7	3942	3942	1501	0	2024	669	3595	1311	1702	2453	2280	3942	2493	2641	0	0	100.0	100.0	67.1	0	69.1	55.3	86.7	71.8	70.1	74.4	79.6	98.9	77.9	66.8	0	0	100.0	100.0	38.1	0.0	51.3	17.0	91.2	33.3	43.2	62.2	57.8	100.0	63.2	67.0	0.0	0.0
HtGene2842	1167	32.0	1167	1167	434	173	326	230	1143	0	177	611	540	1167	1022	951	0	0	100.0	100.0	76.9	50.8	65.8	88.7	93.6	0.0	44.3	74.9	55.6	99.4	78.2	78.9	0.0	0	100.0	100.0	37.2	14.8	27.9	19.7	97.9	0.0	15.2	52.4	46.3	100.0	87.6	81.5	0.0	0.0
HtGene2844	543	31.5	543	543	0	0	98	0	341	0	0	98	0	543	0	0	0	0	100.0	100.0	0	0	87.8	0	66.9	0	0	87.8	0.0	99.1	0.0	0	0	0	100.0	100.0	0.0	0.0	18.0	0.0	62.8	0.0	0.0	18.0	0.0	100.0	0.0	0.0	0.0	0.0
HtGene2845	3018	27.2	3018	2756	0	0	239	0	1697	0	0	352	654	2890	400	380	0	0	99.9	94.9	0.0	0	63.3	0	90.7	0.0	0.0	50.1	40.3	94.5	31.0	33.8	0.0	0	100.0	91.3	0.0	0.0	7.9	0.0	56.2	0.0	0.0	11.7	21.7	95.8	13.3	12.6	0.0	0.0
HtGene2846	2334	25.9	2334	2334	0	0	0	0	2033	0	0	162	636	2334	259	215	0	0	100.0	100.0	0.0	0	0.0	0.0	82.1	0	0	58.3	43.1	99.0	70.1	26.5	0	0	100.0	100.0	0.0	0.0	0.0	0.0	87.1	0.0	0.0	6.9	27.2	100.0	11.1	9.2	0.0	0.0
HtGene2867	1860	21.1	1742	1593	171	49	49	49	1152	51	49	49	452	1575	444	605	0	51	99.5	89.0	41.3	94.2	96.1	96.1	89.0	100.0	96.1	23.4	98.9	93.2	74.7	67.4	0.0	100.0	93.7	85.6	9.2	2.6	2.6	2.6	61.9	2.7	2.6	2.6	24.3	84.7	23.9	32.5	0.0	2.7
HtGene2872	3516	28.1	3516	3512	1560	0	1053	553	3146	200	301	1921	827	3439	2585	2772	0	0	100.0	99.9	65.7	0	58.2	82.5	92.0	41.7	53.1	79.5	37.8	96.8	82.4	86.8	0	0	100.0	99.9	44.4	0.0	29.9	15.7	89.5	5.7	8.6	54.6	23.5	97.8	73.5	78.8	0.0	0.0
HtGene2877	5949	29.9	5949	5940	1276	285	1211	0	4130	752	727	1519	1190	5949	1672	2058	278	0	100.0	99.7	81.2	56.3	68.6	0.0	86.1	51.0	58.0	69.9	36.1	98.6	58.1	68.7	99.3	0.0	100.0	99.8	21.4	4.8	20.4	0.0	69.4	12.6	12.2	25.5	20.0	100.0	28.1	34.6	4.7	0.0
HtGene2878	864	23.8	864	864	0	0	0	0	864	0	0	0	0	864	0	159	0	0	98.8	99.5	0	0	0	0	92.8	0.0	0.0	0.0	0.0	98.8	0	99.4	0	0	100.0	100.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	100.0	0.0	18.4	0.0	0.0
HtGene2896	1551	33.5	1551	1551	1081	235	1311	761	1551	1017	698	1502	95	1551	1515	1516	0	0	100.0	100.0	73.1	56.5	75.3	69.0	92.7	76.6	48.9	85.9	22.7	99.1	86.4	86.4	0	0	100.0	100.0	69.7	15.2	84.5	49.1	100.0	65.6	45.0	96.8	6.1	100.0	97.7	97.7	0.0	0.0
HtGene2901	2010	25.2	2010	1873	0	0	0	0	626	0	0	0	289	1817	168	243	0	0	100.0	95.7	0	0	0	0.0	61.8	0	0	0	36.3	89.6	58.6	48.2	0	0	100.0	93.2	0.0	0.0	0.0	0.0	31.1	0.0	0.0	0.0	14.4	90.4	8.4	12.1	0.0	0.0
HtGene2903	3693	26.8	3693	3569	553	400	511	43	2707	170	78	927	623	3613	1140	1309	371	49	100.0	96.6	50.7	49.7	64.3	22.8	80.6	30.3	61.4	79.3	26.8	96.9	68.2	69.2	82.6	35.3	100.0	96.6	15.0	10.8	13.8	1.2	73.3	4.6	2.1	25.1	16.9	97.8	30.9	35.4	10.0	1.3
HtGene2906	4131	26.6	4131	4064	813	0	644	393	3884	696	597	1764	989	4131	1996	2680	33	35	100.0	98.7	40.2	0.0	49.9	36.1	90.6	42.2	71.6	64.1	49.8	99.2	55.7	72.2	69.6	56.7	100.0	98.4	19.7	0.0	15.6	9.5	94.0	16.8	14.5	42.7	23.9	100.0	48.3	64.9	0.8	0.8
HtGene2912	1254	26.6	1254	1239	417	0	364	158	1117	0	0	481	142	1239	580	692	218	0	100.0	100.0	46.2	0.0	81.6	86.1	89.0	0.0	0.0	74.0	77.4	97.7	58.9	53.2	99.5	0	100.0	98.8	33.3	0.0	29.0	12.6	89.1	0.0	0.0	38.4	11.3	98.8	46.3	55.2	17.4	0.0
HtGene2914	1068	36.1	1068	1068	732	26	682	462	1068	1004	680	1005	278	1068	1008	1008	0	0	100.0	100.0	84.5	7.6	62.0	71.9	93.9	87.3	83.4	87.5	54.5	99.3	88.1	88.1	0.0	0	100.0	100.0	68.5	2.4	63.9	43.3	100.0	94.0	63.7	94.1	26.0	100.0	94.4	94.4	0.0	0.0
HtGene2918	3360	25.2	3360	3360	476	0	357	240	1997	0	0	773	978	3360	819	989	0	0	100.0	100.0	67.4	0	59.1	90.0	76.3	0	0	60.0	53.3	98.2	64.5	62.1	0	0	100.0	100.0	14.2	0.0	10.6	7.1	59.4	0.0	0.0	23.0	29.1	100.0	24.4	29.4	0.0	0.0
HtGene2921	921	31.8	921	921	826	407	826	482	897	749	433	826	259	890	829	832	138	138	100.0	100.0	91.9	88.2	90.9	84.0	93.0	81.5	71.7	91.6	47.1	96.1	91.2	90.6	86.2	86.2	100.0	100.0	89.7	44.2	89.7	52.3	97.4	81.3	47.0	89.7	28.1	96.6	90.0	90.3	15.0	15.0
HtGene2922	6651	27.9	6651	6627	415	42	507	0	4647	238	158	973	1948	6651	985	1461	0	0	100.0	99.6	46.9	11.2	71.9	0.0	81.1	47.5	46.5	71.4	56.8	98.6	41.2	49.8	0.0	0.0	100.0	99.6	6.2	0.6	7.6	0.0	69.9	3.6	2.4	14.6	29.3	100.0	14.8	22.0	0.0	0.0
HtGene2928	948	28.1	948	911	0	0	0	0	716	0	0	0	254	922	0	0	0	0	100.0	99.0	0	0.0	0	0	84.7	0.0	0.0	0	51.6	96.2	0.0	0.0	0.0	0	100.0	96.1	0.0	0.0	0.0	0.0	75.5	0.0	0.0	0.0	26.8	97.3	0.0	0.0	0.0	0.0
HtGene2931	2481	31.0	2481	2481	397	0	888	0	2431	162	0	1133	638	2481	1326	1389	0	0	100.0	100.0	37.0	0.0	60.5	0	88.3	56.3	0.0	71.6	52.0	99.2	76.9	75.1	0	0	100.0	100.0	16.0	0.0	35.8	0.0	98.0	6.5	0.0	45.7	25.7	100.0	53.4	56.0	0.0	0.0
HtGene2938	2220	31.0	2220	2207	747	0	796	0	2220	834	362	1325	290	2220	1273	1261	0	0	100.0	99.4	74.1	0	61.3	0.0	92.6	75.4	34.5	77.9	44.0	99.0	84.4	72.5	0	0	100.0	99.4	33.6	0.0	35.9	0.0	100.0	37.6	16.3	59.7	13.1	100.0	57.3	56.8	0.0	0.0
HtGene2941	2058	30.7	2058	2024	1141	352	1423	814	2031	1164	572	1487	1126	2058	1715	1714	0	0	100.0	98.3	68.3	32.3	78.5	63.7	89.7	73.6	54.6	78.9	75.1	99.1	83.9	84.3	0	0	100.0	98.3	55.4	17.1	69.1	39.6	98.7	56.6	27.8	72.3	54.7	100.0	83.3	83.3	0.0	0.0
HtGene2943	7995	34.0	7995	7995	2222	73	2674	807	7110	1095	973	3317	3096	7995	4332	5017	63	75	100.0	100.0	58.3	11.2	64.0	57.6	87.3	52.9	48.4	65.1	58.0	99.1	70.9	74.4	18.6	39.5	100.0	100.0	27.8	0.9	33.4	10.1	88.9	13.7	12.2	41.5	38.7	100.0	54.2	62.8	0.8	0.9
HtGene2950	2841	27.2	2820	2820	214	59	59	59	2195	59	59	59	418	2692	315	395	0	0	100.0	100.0	80.4	98.3	96.6	53.8	83.2	27.8	34.1	58.8	61.6	96.1	56.9	35.4	0	0.0	99.3	99.3	7.5	2.1	2.1	2.1	77.3	2.1	2.1	2.1	14.7	94.8	11.1	13.9	0.0	0.0
HtGene2952	2346	31.5	2346	2346	369	272	476	190	2248	1234	266	827	1369	2346	1212	1363	0	0	100.0	100.0	38.0	39.5	85.3	66.3	89.2	66.6	75.3	58.7	74.9	99.2	68.8	60.2	0	0	100.0	100.0	15.7	11.6	20.3	8.1	95.8	52.6	11.3	35.3	58.4	100.0	51.7	58.1	0.0	0.0
HtGene2953	1614	26.5	1614	1614	0	0	0	0	1279	0	0	0	206	1614	31	0	0	0	100.0	100.0	0	0	0	0	87.7	0	0.0	0	39.0	98.4	100.0	0.0	0	0	100.0	100.0	0.0	0.0	0.0	0.0	79.2	0.0	0.0	0.0	12.8	100.0	1.9	0.0	0.0	0.0
HtGene2958	525	34.3	525	525	525	0	525	525	525	525	453	525	0	525	525	525	0	0	100.0	100.0	92.0	0.0	91.4	91.8	95.2	88.6	78.8	91.4	0.0	98.9	91.8	91.8	0	0.0	100.0	100.0	100.0	0.0	100.0	100.0	100.0	100.0	86.3	100.0	0.0	100.0	100.0	100.0	0.0	0.0
HtGene2960	1623	30.7	1623	1623	398	0	309	0	1409	0	0	326	506	1623	754	926	0	0	100.0	100.0	77.1	0	44.9	0	83.3	0.0	0	37.4	77.0	99.0	56.1	75.2	0	0	100.0	100.0	24.5	0.0	19.0	0.0	86.8	0.0	0.0	20.1	31.2	100.0	46.5	57.1	0.0	0.0
HtGene2978	4020	33.7	4020	4020	1658	273	1104	213	3981	1259	224	2520	1269	4020	3228	3451	322	0	100.0	100.0	57.6	49.0	46.0	37.5	92.2	61.3	14.4	71.8	61.8	99.3	80.1	84.1	84.5	0	100.0	100.0	41.2	6.8	27.5	5.3	99.0	31.3	5.6	62.7	31.6	100.0	80.3	85.8	8.0	0.0
HtGene2980	2553	26.5	2553	2495	721	156	134	0	2548	0	0	736	251	2553	1057	1206	0	0	100.0	97.7	66.6	75.4	28.4	0.0	91.0	0.0	0.0	73.1	23.4	99.1	68.8	66.9	0	0.0	100.0	97.7	28.2	6.1	5.2	0.0	99.8	0.0	0.0	28.8	9.8	100.0	41.4	47.2	0.0	0.0
HtGene2981	1194	32.6	1194	1194	291	0	426	83	1194	139	171	608	156	1194	438	451	0	0	100.0	100.0	79.6	0	65.0	91.9	92.1	24.2	29.1	69.3	99.4	99.6	56.4	56.0	0	0	100.0	100.0	24.4	0.0	35.7	7.0	100.0	11.6	14.3	50.9	13.1	100.0	36.7	37.8	0.0	0.0
HtGene2985	1290	27.5	1290	1290	325	0	616	0	1277	515	233	1064	469	1277	866	828	0	0	100.0	100.0	73.5	0	53.0	0	93.7	49.9	69.1	81.6	51.2	98.5	75.9	59.4	0	0	100.0	100.0	25.2	0.0	47.8	0.0	99.0	39.9	18.1	82.5	36.4	99.0	67.1	64.2	0.0	0.0
HtGene2986	1539	29.7	1539	1539	517	0	617	225	1288	0	271	739	222	1539	845	875	290	0	100.0	100.0	58.3	0.0	83.7	83.5	90.7	0.0	43.0	78.0	43.2	98.7	85.7	67.9	88.1	0	100.0	100.0	33.6	0.0	40.1	14.6	83.7	0.0	17.6	48.0	14.4	100.0	54.9	56.9	18.8	0.0
HtGene2993	741	34.1	741	741	0	0	0	0	642	0	0	172	134	741	356	356	0	0	100.0	100.0	0.0	0	0	0	90.1	0	0	24.3	85.2	98.5	87.9	88.4	0	0	100.0	100.0	0.0	0.0	0.0	0.0	86.6	0.0	0.0	23.2	18.1	100.0	48.0	48.0	0.0	0.0
HtGene3000	1569	31.3	1569	1569	409	0	0	388	1557	0	0	221	1019	1569	810	837	107	0	100.0	100.0	45.8	0.0	0	67.6	90.6	0.0	0.0	57.1	80.0	99.3	66.2	52.4	40.2	0	100.0	100.0	26.1	0.0	0.0	24.7	99.2	0.0	0.0	14.1	64.9	100.0	51.6	53.3	6.8	0.0
HtGene3002	1254	21.9	1104	906	415	1	147	0	682	241	0	186	0	988	601	704	0	0	100.0	81.1	85.1	0.5	87.8	0.0	82.9	53.3	0.0	29.3	0.0	94.4	71.2	77.9	0.0	0	88.0	72.2	33.1	0.1	11.7	0.0	54.4	19.2	0.0	14.8	0.0	78.8	47.9	56.1	0.0	0.0
HtGene3008	1416	25.8	1416	1416	0	0	0	0	927	234	0	0	183	1416	305	288	0	0	99.9	99.9	0.0	0.0	0.0	0	83.2	68.8	0	0.0	22.5	98.1	75.5	43.5	0.0	0	100.0	100.0	0.0	0.0	0.0	0.0	65.5	16.5	0.0	0.0	12.9	100.0	21.5	20.3	0.0	0.0
HtGene3013	2283	26.8	2283	2281	0	0	0	0	1774	150	0	0	622	2283	143	267	0	34	100.0	99.9	0.0	0.0	0.0	0.0	79.3	94.7	0.0	0.0	48.5	98.9	49.8	39.8	0.0	77.3	100.0	99.9	0.0	0.0	0.0	0.0	77.7	6.6	0.0	0.0	27.2	100.0	6.3	11.7	0.0	1.5
HtGene3014	999	29.8	999	913	0	0	0	0	826	0	0	125	636	913	214	146	0	0	100.0	100.0	0	0.0	0	0	90.8	0	0	39.2	68.8	99.0	35.5	35.7	0	0	100.0	91.4	0.0	0.0	0.0	0.0	82.7	0.0	0.0	12.5	63.7	91.4	21.4	14.6	0.0	0.0
HtGene3016	4608	26.5	4608	4607	1245	175	683	189	3466	404	278	1424	1278	4588	1393	1587	0	0	100.0	100.0	66.1	42.1	64.8	46.2	76.1	66.2	27.9	78.9	56.6	98.5	58.5	70.2	0	0.0	100.0	100.0	27.0	3.8	14.8	4.1	75.2	8.8	6.0	30.9	27.7	99.6	30.2	34.4	0.0	0.0
HtGene3024	648	32.1	648	648	0	0	253	0	648	0	0	229	188	648	388	385	0	0	100.0	100.0	0	0	76.4	0	92.4	0	0	74.5	56.2	98.5	71.7	85.2	0	0	100.0	100.0	0.0	0.0	39.0	0.0	100.0	0.0	0.0	35.3	29.0	100.0	59.9	59.4	0.0	0.0
HtGene3027	1029	32.4	1029	1029	401	280	361	240	1020	147	552	560	543	1029	809	827	0	0	100.0	100.0	48.6	48.3	56.7	74.4	91.6	88.4	79.8	65.6	64.3	99.1	80.7	82.7	0	0.0	100.0	100.0	39.0	27.2	35.1	23.3	99.1	14.3	53.6	54.4	52.8	100.0	78.6	80.4	0.0	0.0
HtGene3032	2358	27.5	2358	2358	0	0	159	0	1549	35	0	257	756	2358	37	27	0	0	100.0	100.0	0	0	70.1	0	72.3	44.7	0.0	39.3	91.1	99.0	7.2	7.7	0	0.0	100.0	100.0	0.0	0.0	6.7	0.0	65.7	1.5	0.0	10.9	32.1	100.0	1.6	1.1	0.0	0.0
HtGene3033	2079	24.9	2079	2079	0	0	0	0	1575	127	0	0	930	2074	142	260	0	0	100.0	100.0	0	0	0	0	80.4	53.6	0	0	80.3	99.0	20.2	53.3	0	0	100.0	100.0	0.0	0.0	0.0	0.0	75.8	6.1	0.0	0.0	44.7	99.8	6.8	12.5	0.0	0.0
HtGene3035	2034	27.7	2034	1956	304	0	465	0	1568	258	142	583	313	2030	619	728	0	0	99.9	98.1	46.4	0.0	86.2	0.0	79.9	26.9	64.4	64.2	40.7	98.7	67.7	45.5	0	0	100.0	96.2	14.9	0.0	22.9	0.0	77.1	12.7	7.0	28.7	15.4	99.8	30.4	35.8	0.0	0.0
HtGene3043	1113	31.3	1113	1113	430	0	676	0	1113	724	204	759	96	1113	880	894	0	0	100.0	100.0	86.5	0.0	70.6	0.0	95.1	82.3	54.9	78.7	14.9	99.8	85.9	79.4	0.0	0	100.0	100.0	38.6	0.0	60.7	0.0	100.0	65.0	18.3	68.2	8.6	100.0	79.1	80.3	0.0	0.0
HtGene3044	1980	27.6	1980	1980	0	0	0	0	1709	263	0	0	545	1980	0	0	0	0	100.0	100.0	0	0	0	0	88.3	75.9	0	0.0	59.8	98.9	0.0	0.0	0	0	100.0	100.0	0.0	0.0	0.0	0.0	86.3	13.3	0.0	0.0	27.5	100.0	0.0	0.0	0.0	0.0
